"BatchId","QueueId","Name","SizeBytes","SHA256","SourcePath","Family","ProposedReviewBucket","RiskMarker","ReviewStatus","BatchReason","ActionNow","PhysicalActionAuthorized"
"LRD-BATCH-002","LRD-027","BUILD_HSRB_003_RISK_MARKER_AND_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_20260609_V0_1.ps1","30131","70A6B843B4C09FF21E3EF4B3D19B7A48552B55025D1FD0F9E15B6178BD2C6979","C:\Users\13527\Desktop\123\BUILD_HSRB_003_RISK_MARKER_AND_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_20260609_V0_1.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-028","BUILD_HSRB_003_ROOT_DROP_INTAKE_WASHER_BUILD_OPTION_SET_RISK_MARKER_AND_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_1.ps1","33625","F48B2B532F1C684F8E6F679C84B146F5587E1C8D87C971CA35BDFD3CF425CAE7","C:\Users\13527\Desktop\123\BUILD_HSRB_003_ROOT_DROP_INTAKE_WASHER_BUILD_OPTION_SET_RISK_MARKER_AND_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_1.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-029","BUILD_HSRB_003_ROOT_DROP_INTAKE_WASHER_BUILD_OPTION_SET_RISK_MARKER_AND_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_2.ps1","38657","8D34973748EF39C68B385BA2D98A776728CE0BC4C7BDA27B9E4CE0A00383A56A","C:\Users\13527\Desktop\123\BUILD_HSRB_003_ROOT_DROP_INTAKE_WASHER_BUILD_OPTION_SET_RISK_MARKER_AND_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_2.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-030","BUILD_HSRB_003_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_2.ps1","26870","6D886CAEB95090D55BCFA08398A23CF390092E8989A5E0E146E323471174C5A0","C:\Users\13527\Desktop\123\BUILD_HSRB_003_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_2.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-031","BUILD_HSRB_004_HELPER_FILE_SURFACE_PREFLIGHT_AND_PLANETARY_GATE_SELECTOR_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_20260609_V0_1.ps1","27021","46003895CDF292D849EC0BB0B4F9D2B26962714C31E0DD1E95B03B0E3186CAD9","C:\Users\13527\Desktop\123\BUILD_HSRB_004_HELPER_FILE_SURFACE_PREFLIGHT_AND_PLANETARY_GATE_SELECTOR_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_20260609_V0_1.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-032","BUILD_HSRB_004_HELPER_FILE_SURFACE_PREFLIGHT_AND_PLANETARY_GATE_SELECTOR_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_1.ps1","26980","36C89877A708AFBBA3393D635595CF5B9F70516AF6E26A2F1A929C29FEE13CF5","C:\Users\13527\Desktop\123\BUILD_HSRB_004_HELPER_FILE_SURFACE_PREFLIGHT_AND_PLANETARY_GATE_SELECTOR_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_1.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-033","BUILD_HSRB_004_HELPER_FILE_SURFACE_PREFLIGHT_AND_PLANETARY_GATE_SELECTOR_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_2.ps1","30350","EF346628607410860847C566570D3B35256FDE201D8F7B7008137AC590D896D3","C:\Users\13527\Desktop\123\BUILD_HSRB_004_HELPER_FILE_SURFACE_PREFLIGHT_AND_PLANETARY_GATE_SELECTOR_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_2.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-034","BUILD_HSRB_004_HELPER_FILE_SURFACE_PREFLIGHT_AND_PLANETARY_GATE_SELECTOR_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_3.ps1","30273","CCE733E120D66D28A0E38509DCFC2C1CE74D247AD30F71A7B3EAAD7275F99163","C:\Users\13527\Desktop\123\BUILD_HSRB_004_HELPER_FILE_SURFACE_PREFLIGHT_AND_PLANETARY_GATE_SELECTOR_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_3.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-035","BUILD_HSRB_004_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_1.ps1","28751","E53FB22900F9DAF20E4BD061906B5CC2FDFA6BFBDE6BA8DFD4CD1C836E1699AE","C:\Users\13527\Desktop\123\BUILD_HSRB_004_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_1.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-036","BUILD_HSRB_005_ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_20260609_V0_1.ps1","21056","85B08CD61239EE84CF871B923D954C5EBFC7648C8F6FC58749C9C51073DFF4E8","C:\Users\13527\Desktop\123\BUILD_HSRB_005_ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_20260609_V0_1.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-037","BUILD_HSRB_005_ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_1.ps1","28146","7E06CB036C3841887DFBC99E3B8408172AD36253863D37D50E88DEE6495BC233","C:\Users\13527\Desktop\123\BUILD_HSRB_005_ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_1.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-038","BUILD_HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_1.ps1","22268","97880CF3DF012899A64705DBA6E127383E0DEBCA1672D96DE2B744382C336843","C:\Users\13527\Desktop\123\BUILD_HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_1.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-039","BUILD_HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_2.ps1","27972","9989A3C63C6998A08F0A1D0A8B870DF68990966873CDFC3F5C4470D1F5C62CE7","C:\Users\13527\Desktop\123\BUILD_HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_2.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-040","BUILD_HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_3.ps1","30039","69BDA3CC30442B40AA5E11210406037227841F2564D7D8DFC262EA5290AE399F","C:\Users\13527\Desktop\123\BUILD_HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_3.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-041","BUILD_HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_4.ps1","29483","00BAAF9587147BCFC0DA3AF6089C8E02FB347F559081645B409C3DE45A85A468","C:\Users\13527\Desktop\123\BUILD_HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_4.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-042","BUILD_HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_20260609_V0_1.ps1","24156","6BCC5B785F508C986AD8F060186C85FFBCD6072FE72A3EB1A44474B283303E98","C:\Users\13527\Desktop\123\BUILD_HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_CLOSEOUT_NO_EXECUTION_20260609_V0_1.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-043","BUILD_HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_1.ps1","30815","10CF949C80FF3935CDCD1EE2CD40C771AC72807C9D91E52EDADC1D3FE516CE97","C:\Users\13527\Desktop\123\BUILD_HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_DISPOSITION_INDEX_NO_EXECUTION_20260609_V0_1.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-044","BUILD_HSRB_006_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_1.ps1","19719","85C54CE3560F57A08A556D5CEC35210296923EB8B8BB6B2CFF09FC0F5CF6D2CB","C:\Users\13527\Desktop\123\BUILD_HSRB_006_STATIC_REVIEW_DECISION_CLOSEOUT_CONTRACT_FIRST_NO_EXECUTION_20260609_V0_1.ps1","HSRB_REVIEW_SCRIPT","ROOT_DELTA_REVIEW/HSRB_HELPER_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-059","BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_001_ACTIVE_ROUTE_SELECTOR_DEFECT_CHAIN_NO_EXECUTION_20260609_V0_1.ps1","23775","14B3B54C1F573759CB0576F5627E745DA6E324905F33376A673F31BD424D1CC4","C:\Users\13527\Desktop\123\BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_001_ACTIVE_ROUTE_SELECTOR_DEFECT_CHAIN_NO_EXECUTION_20260609_V0_1.ps1","STATIC_REVIEW_PACKET_BUILDER","ROOT_DELTA_REVIEW/STATIC_REVIEW_PACKET_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-060","BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_001_ACTIVE_ROUTE_SELECTOR_DEFECT_CHAIN_NO_EXECUTION_20260609_V0_2.ps1","27716","BAAA742834C8EA3F8C7F61B098DE391398A637DE8E0ADAE71FA12611175382EF","C:\Users\13527\Desktop\123\BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_001_ACTIVE_ROUTE_SELECTOR_DEFECT_CHAIN_NO_EXECUTION_20260609_V0_2.ps1","STATIC_REVIEW_PACKET_BUILDER","ROOT_DELTA_REVIEW/STATIC_REVIEW_PACKET_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-061","BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_002_GENERATED_RUNNER_SAFE_TEMPLATE_CHAIN_NO_EXECUTION_20260609_V0_1.ps1","27126","6FB8289CE736DC838731950774F7B32CEC21EF8FF79C09C70EBFE30B650C7331","C:\Users\13527\Desktop\123\BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_002_GENERATED_RUNNER_SAFE_TEMPLATE_CHAIN_NO_EXECUTION_20260609_V0_1.ps1","STATIC_REVIEW_PACKET_BUILDER","ROOT_DELTA_REVIEW/STATIC_REVIEW_PACKET_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-062","BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_003_ROOT_DROP_INTAKE_WASHER_BUILD_OPTION_SET_CHAIN_NO_EXECUTION_20260609_V0_1.ps1","31650","BD6AEEB35F4E0FDABE587D0FEFD8B48C506110A16C09DADFD23CEF9D0EE6ADC3","C:\Users\13527\Desktop\123\BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_003_ROOT_DROP_INTAKE_WASHER_BUILD_OPTION_SET_CHAIN_NO_EXECUTION_20260609_V0_1.ps1","STATIC_REVIEW_PACKET_BUILDER","ROOT_DELTA_REVIEW/STATIC_REVIEW_PACKET_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-063","BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_004_HELPER_FILE_SURFACE_PREFLIGHT_AND_PLANETARY_GATE_SELECTOR_CHAIN_NO_EXECUTION_20260609_V0_1.ps1","29563","38F4F846E98E5169C3BB0D96D509D0902E4BD5DA9014532AF15723DA49CA3F91","C:\Users\13527\Desktop\123\BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_004_HELPER_FILE_SURFACE_PREFLIGHT_AND_PLANETARY_GATE_SELECTOR_CHAIN_NO_EXECUTION_20260609_V0_1.ps1","STATIC_REVIEW_PACKET_BUILDER","ROOT_DELTA_REVIEW/STATIC_REVIEW_PACKET_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-064","BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_005_ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY_NO_EXECUTION_20260609_V0_1.ps1","30986","1CB30DBD9FE40D51C75E7E323CDE3A08FAB48882A488820765C86551D676B781","C:\Users\13527\Desktop\123\BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_005_ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY_NO_EXECUTION_20260609_V0_1.ps1","STATIC_REVIEW_PACKET_BUILDER","ROOT_DELTA_REVIEW/STATIC_REVIEW_PACKET_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-065","BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_NO_EXECUTION_20260609_V0_1.ps1","37907","9CA5B74682BFC9B8287BFEE8847E1E92E0396225EADFF8AC1B71F14C16C718AB","C:\Users\13527\Desktop\123\BUILD_STATIC_REVIEW_PACKET_FOR_BATCH_HSRB_006_REMAINING_HELPER_REVIEW_QUEUE_FAMILY_NO_EXECUTION_20260609_V0_1.ps1","STATIC_REVIEW_PACKET_BUILDER","ROOT_DELTA_REVIEW/STATIC_REVIEW_PACKET_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-067","REPAIR_HSRB_002_TEMPLATE_RULE_AND_ATTEMPT_INDEX_PRESERVE_TICKET_ID_AND_ROLE_COUNTS_NO_EXECUTION_20260609_V0_3.ps1","27885","20B0E1513B683E1CABB9AB212817617C8949A8CB50A1CE7639AC99825A91A2F9","C:\Users\13527\Desktop\123\REPAIR_HSRB_002_TEMPLATE_RULE_AND_ATTEMPT_INDEX_PRESERVE_TICKET_ID_AND_ROLE_COUNTS_NO_EXECUTION_20260609_V0_3.ps1","HSRB_REPAIR_SCRIPT","ROOT_DELTA_REVIEW/HSRB_REPAIR_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
"LRD-BATCH-002","LRD-068","REPAIR_HSRB_002_TEMPLATE_RULE_AND_ATTEMPT_INDEX_PRESERVE_TICKET_ID_AND_ROLE_COUNTS_NO_EXECUTION_20260609_V0_4.ps1","22497","FF054E1C39BF0A90895626FB420E2F3A42AE66E164C59BD93ACC9F440F3BC354","C:\Users\13527\Desktop\123\REPAIR_HSRB_002_TEMPLATE_RULE_AND_ATTEMPT_INDEX_PRESERVE_TICKET_ID_AND_ROLE_COUNTS_NO_EXECUTION_20260609_V0_4.ps1","HSRB_REPAIR_SCRIPT","ROOT_DELTA_REVIEW/HSRB_REPAIR_SCRIPT","WATCH","SELECTED_FOR_BATCH_002_USER_REVIEW_NO_EXECUTION","HSRB and static-review-chain delta files selected after route-control-surface files.","NO","NO"
