"BatchID","TicketID","FileName","ReviewRole","SourcePath","SourceExists","DeclaredSha256","SourceSha256","DeclaredShaMatchesActual","SourceBytes","LineCount","TextReadOk","ReadError","SourceActionNow","SelectorActionNow","ActionNow","StaticReviewOnly","ExecutionAllowed","RouteAllowed","CleanupAllowed","DoctrinePromotionAllowed","RecursiveDryRunExpansionRequired","WholeHouseClearance","KnownOutcome","StaticDisposition","ContainsMoveItem","ContainsRemoveItem","ContainsRenameItem","ContainsCopyItem","ContainsStartProcess","ContainsInvokeExpression","ContainsSetClipboard","ContainsExportCsv","ContainsSetContent","ContainsGetContent","ContainsGetFileHash","ContainsGitCommand","ContainsNoExecutionMarker","ContainsPhysicalZeroMarker","HighRiskCommandMarker","HighRiskReviewOnlyMarker","RiskMarked","RiskDisposition","ReviewNote","DoesNotProve"
"HSRB-006","RHG-DRY-047","ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_QUEUE_CLOSEOUT_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_QUEUE_CLOSEOUT_20260608.ps1","True","1FD33AB93FA7108DE6019ACDA6AA37D8C7307AC9452FC53EF4836174DB398E26","1FD33AB93FA7108DE6019ACDA6AA37D8C7307AC9452FC53EF4836174DB398E26","True","18057","500","True","","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","NO","NO","YES","NO","NO","NO","NO","YES","NO","REMAINING_ROOT_HELD_OR_HOLD_EVIDENCE; REVIEW_ONLY","REMAINING_ROOT_HELD_OR_HOLD_REVIEW_ONLY","False","False","False","True","False","False","False","False","True","False","True","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","Remaining root-held/hold/route-family item. Preserve as evidence only; recursive dry-run expansion required before cross-room reliance.","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","RHG-DRY-048","ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_SOURCE_AUTHORITY_CANDIDATE_OPTION_SET_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_SOURCE_AUTHORITY_CANDIDATE_OPTION_SET_20260608.ps1","True","A82E3EE971BA0B849D4DDE728D87B579DB598B601B3346E54D52BCB9D4308006","A82E3EE971BA0B849D4DDE728D87B579DB598B601B3346E54D52BCB9D4308006","True","16559","437","True","","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","NO","NO","YES","NO","NO","NO","NO","YES","NO","REMAINING_ROOT_HELD_OR_HOLD_EVIDENCE; REVIEW_ONLY","REMAINING_ROOT_HELD_OR_HOLD_REVIEW_ONLY","False","False","False","True","False","False","False","False","True","False","True","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","Remaining root-held/hold/route-family item. Preserve as evidence only; recursive dry-run expansion required before cross-room reliance.","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","RHG-DRY-049","ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_SUPPORT_CANDIDATE_OPTION_SET_V0_2_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_SUPPORT_CANDIDATE_OPTION_SET_V0_2_20260608.ps1","True","05C58FBA77B1300A9C10FC8E9A8AD31AC613C61C1138E1D16E202E51207800B8","05C58FBA77B1300A9C10FC8E9A8AD31AC613C61C1138E1D16E202E51207800B8","True","18632","490","True","","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","NO","NO","YES","NO","NO","NO","NO","YES","NO","REMAINING_ROOT_HELD_OR_HOLD_EVIDENCE; REVIEW_ONLY","REMAINING_ROOT_HELD_OR_HOLD_REVIEW_ONLY","False","False","False","True","False","False","False","False","True","False","True","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","Remaining root-held/hold/route-family item. Preserve as evidence only; recursive dry-run expansion required before cross-room reliance.","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","RHG-DRY-050","ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_SUPPORT_CARD_SCHEMA_CHAIN_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_SUPPORT_CARD_SCHEMA_CHAIN_20260608.ps1","True","53FB0E7C5B82476E94FDD19AB1361912F2B3798BE1DDE5CCBC7A69416AE4176E","53FB0E7C5B82476E94FDD19AB1361912F2B3798BE1DDE5CCBC7A69416AE4176E","True","15266","421","True","","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","NO","NO","YES","NO","NO","NO","NO","YES","NO","REMAINING_ROOT_HELD_OR_HOLD_EVIDENCE; REVIEW_ONLY","REMAINING_ROOT_HELD_OR_HOLD_REVIEW_ONLY","False","False","False","True","False","False","False","False","True","False","True","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","Remaining root-held/hold/route-family item. Preserve as evidence only; recursive dry-run expansion required before cross-room reliance.","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","RHG-DRY-052","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_OPTION_SET_V0_2_20260608_HEAVY_BOUNDARY_SIGNAL_FIX_V0_2.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_OPTION_SET_V0_2_20260608_HEAVY_BOUNDARY_SIGNAL_FIX_V0_2.ps1","True","5756AA7D2DFEAA02B807796557BDDB111F47788B30B09C79733266D59EDA6DC3","5756AA7D2DFEAA02B807796557BDDB111F47788B30B09C79733266D59EDA6DC3","True","18051","434","True","","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","NO","NO","YES","NO","NO","NO","NO","YES","NO","REMAINING_ROOT_HELD_OR_HOLD_EVIDENCE; REVIEW_ONLY","REMAINING_ROOT_HELD_OR_HOLD_REVIEW_ONLY","False","False","False","True","False","False","False","False","True","True","True","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","Remaining root-held/hold/route-family item. Preserve as evidence only; recursive dry-run expansion required before cross-room reliance.","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","RHG-DRY-053","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_OPTION_SET_V0_2_20260608_HEAVY_BOUNDARY_V0_1.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_OPTION_SET_V0_2_20260608_HEAVY_BOUNDARY_V0_1.ps1","True","396CF0970ED253757DA5A711B47ABCB74A0D3FCDD62A7957C4CCD88DC025EA1A","396CF0970ED253757DA5A711B47ABCB74A0D3FCDD62A7957C4CCD88DC025EA1A","True","18060","435","True","","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","NO","NO","YES","NO","NO","NO","NO","YES","NO","REMAINING_ROOT_HELD_OR_HOLD_EVIDENCE; REVIEW_ONLY","REMAINING_ROOT_HELD_OR_HOLD_REVIEW_ONLY","False","False","False","True","False","False","False","False","True","True","True","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","Remaining root-held/hold/route-family item. Preserve as evidence only; recursive dry-run expansion required before cross-room reliance.","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","RHG-DRY-054","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_READ_ONLY_PREP_CARD_V0_2_WITH_STRESS_BENCH_20260608_HEAVY_BOUNDARY.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_READ_ONLY_PREP_CARD_V0_2_WITH_STRESS_BENCH_20260608_HEAVY_BOUNDARY.ps1","True","4FDD88D78DEC35114ED1C160435A674CC0080F97F3340079EA00A2A07FAE6CE8","4FDD88D78DEC35114ED1C160435A674CC0080F97F3340079EA00A2A07FAE6CE8","True","17216","424","True","","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","NO","NO","YES","NO","NO","NO","NO","YES","NO","REMAINING_ROOT_HELD_OR_HOLD_EVIDENCE; REVIEW_ONLY","REMAINING_ROOT_HELD_OR_HOLD_REVIEW_ONLY","False","False","False","True","False","False","False","False","True","True","True","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","Remaining root-held/hold/route-family item. Preserve as evidence only; recursive dry-run expansion required before cross-room reliance.","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","RHG-DRY-055","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_READ_ONLY_PREP_CARD_V0_2_WITH_STRESS_BENCH_SIGNAL_FIX_V0_2_20260608_HEAVY_BOUNDARY.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_READ_ONLY_PREP_CARD_V0_2_WITH_STRESS_BENCH_SIGNAL_FIX_V0_2_20260608_HEAVY_BOUNDARY.ps1","True","5E59A756A1429325DE9E1A175EBADC539AD0C7539CC1B43C539062621FC56D60","5E59A756A1429325DE9E1A175EBADC539AD0C7539CC1B43C539062621FC56D60","True","17220","424","True","","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","NO","NO","YES","NO","NO","NO","NO","YES","NO","REMAINING_ROOT_HELD_OR_HOLD_EVIDENCE; REVIEW_ONLY","REMAINING_ROOT_HELD_OR_HOLD_REVIEW_ONLY","False","False","False","True","False","False","False","False","True","True","True","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","Remaining root-held/hold/route-family item. Preserve as evidence only; recursive dry-run expansion required before cross-room reliance.","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","RHG-DRY-056","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_READ_ONLY_REVIEW_V0_2_20260608_HEAVY_BOUNDARY_V0_1.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_READ_ONLY_REVIEW_V0_2_20260608_HEAVY_BOUNDARY_V0_1.ps1","True","2AF8F4FF02FE6C1D7FE2A55A69EF9E1E6627CC5B099AFAD599AF9CF685A8831C","2AF8F4FF02FE6C1D7FE2A55A69EF9E1E6627CC5B099AFAD599AF9CF685A8831C","True","19320","466","True","","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","NO","NO","YES","NO","NO","NO","NO","YES","NO","REMAINING_ROOT_HELD_OR_HOLD_EVIDENCE; REVIEW_ONLY","REMAINING_ROOT_HELD_OR_HOLD_REVIEW_ONLY","False","False","False","True","False","False","False","False","True","True","True","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","Remaining root-held/hold/route-family item. Preserve as evidence only; recursive dry-run expansion required before cross-room reliance.","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","RHG-DRY-060","RUN_ROOT_DROP_INTAKE_WASHER_HELPER_CANDIDATE_REVIEW_DRY_RUN_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\RUN_ROOT_DROP_INTAKE_WASHER_HELPER_CANDIDATE_REVIEW_DRY_RUN_20260608.ps1","True","83791046F39790C1C36971EA14E6E60BB9B33E03F615C5B4F4EB20C56DFB18A3","83791046F39790C1C36971EA14E6E60BB9B33E03F615C5B4F4EB20C56DFB18A3","True","20257","676","True","","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","NO","NO","YES","NO","NO","NO","NO","YES","NO","REMAINING_ROOT_HELD_OR_HOLD_EVIDENCE; REVIEW_ONLY","REMAINING_ROOT_HELD_OR_HOLD_REVIEW_ONLY","True","True","True","True","False","False","False","False","True","True","True","True","True","False","True","True","True","REVIEW_ONLY_HIGH_RISK_MARKER__NOT_CLEARED","Remaining root-held/hold/route-family item. Preserve as evidence only; recursive dry-run expansion required before cross-room reliance.","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","RHG-DRY-061","RUN_ROOT_DROP_INTAKE_WASHER_MULTI_FILE_FIELD_TEST_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\RUN_ROOT_DROP_INTAKE_WASHER_MULTI_FILE_FIELD_TEST_20260608.ps1","True","1F50E5F00FF19C112D49189BEF46E175E8862B9F32EADA665F93B8A85368D162","1F50E5F00FF19C112D49189BEF46E175E8862B9F32EADA665F93B8A85368D162","True","17591","593","True","","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","NO","NO","YES","NO","NO","NO","NO","YES","NO","REMAINING_ROOT_HELD_OR_HOLD_EVIDENCE; REVIEW_ONLY","REMAINING_ROOT_HELD_OR_HOLD_REVIEW_ONLY","False","False","False","False","False","False","False","False","True","False","True","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","Remaining root-held/hold/route-family item. Preserve as evidence only; recursive dry-run expansion required before cross-room reliance.","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
"HSRB-006","RHG-DRY-062","RUN_ROOT_DROP_INTAKE_WASHER_OLD_LOAD_OR_SYSTEM_REVIEW_DRY_RUN_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","C:\Users\13527\Desktop\123\RUN_ROOT_DROP_INTAKE_WASHER_OLD_LOAD_OR_SYSTEM_REVIEW_DRY_RUN_20260608.ps1","True","426B6E5CDE9BFC779F5CE19BBD9D3AC4775430866EB499B0D1B00633B7F164A2","426B6E5CDE9BFC779F5CE19BBD9D3AC4775430866EB499B0D1B00633B7F164A2","True","23515","743","True","","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","NO","NO","YES","NO","NO","NO","NO","YES","NO","REMAINING_ROOT_HELD_OR_HOLD_EVIDENCE; REVIEW_ONLY","REMAINING_ROOT_HELD_OR_HOLD_REVIEW_ONLY","False","False","False","False","False","False","False","False","True","True","True","True","False","False","False","False","True","REVIEW_ONLY_RISK_MARKER__NOT_CLEARED_FOR_EXECUTION","Remaining root-held/hold/route-family item. Preserve as evidence only; recursive dry-run expansion required before cross-room reliance.","Does not prove helper is safe outside impact cone; does not authorize execution, route, cleanup, commit, push, or doctrine promotion."
