"Name","FullName","LastWriteTime","SizeBytes","SHA256","ArtifactRole","DefectFamily","ExecutionStatus","PhysicalActionAuthorized","RouteStatus"
"ERROR_FREEZE__HELPER_SCRIPT_REVIEW_QUEUE_FROM_64_REVIEW_ROWS_V0_1_ARGUMENT_TYPES_MISMATCH_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\ERROR_FREEZE__HELPER_SCRIPT_REVIEW_QUEUE_FROM_64_REVIEW_ROWS_V0_1_ARGUMENT_TYPES_MISMATCH_20260609.md","06/08/2026 23:52:36","843","84E66549984312465787169746F8BB50EF80248511D5ED97866E6C4EBA77E2A7","ERROR_FREEZE","ARGUMENT_TYPE_MISMATCH","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"FIX_NOTE__HELPER_SCRIPT_REVIEW_QUEUE_FROM_64_REVIEW_ROWS_V0_2_COUNT_AND_STRING_CAST_REPAIR_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\FIX_NOTE__HELPER_SCRIPT_REVIEW_QUEUE_FROM_64_REVIEW_ROWS_V0_2_COUNT_AND_STRING_CAST_REPAIR_20260609.md","06/08/2026 23:52:36","507","DA09D93D9641134E1DCA1E4BEA29E09D90F6A344EB5697E61ABB0A9A0C707C21","FIX_OR_REPAIR_NOTE","COUNT_AND_STRING_CAST_REPAIR","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"ERROR_FREEZE__STATIC_REVIEW_PACKET_BATCH_HSRB_001_V0_1_NULL_LINE_LIST_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\ERROR_FREEZE__STATIC_REVIEW_PACKET_BATCH_HSRB_001_V0_1_NULL_LINE_LIST_20260609.md","06/09/2026 00:13:56","708","330DD4D803A29EBD427AD8ABD1F0A12B766F48A0005219F9B704ABCED6EFD8FB","ERROR_FREEZE","COLLECTION_FACTORY_OR_NULL_COLLECTION","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"FIX_NOTE__STATIC_REVIEW_PACKET_BATCH_HSRB_001_V0_2_LINE_LIST_FACTORY_REPAIR_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\FIX_NOTE__STATIC_REVIEW_PACKET_BATCH_HSRB_001_V0_2_LINE_LIST_FACTORY_REPAIR_20260609.md","06/09/2026 00:13:56","648","F695C431215A3FF42C6D7517C77357671264BF3C90132E2E7682CEFDD9306E28","FIX_OR_REPAIR_NOTE","LINE_LIST_FACTORY","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"ERROR_FREEZE__HSRB_001_PROOF_INDEX_CLOSEOUT_V0_1_EMPTY_COLLECTION_BINDING_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\ERROR_FREEZE__HSRB_001_PROOF_INDEX_CLOSEOUT_V0_1_EMPTY_COLLECTION_BINDING_20260609.md","06/09/2026 00:44:19","516","78FA5E4B457D5B21656E8B2CB4FA47CD7B378974A86E78C35B3CA2B0CBEBAC07","ERROR_FREEZE","EMPTY_COLLECTION_BINDING","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"FIX_NOTE__HSRB_001_PROOF_INDEX_CLOSEOUT_V0_2_LIST_PARAMETER_REPAIR_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\FIX_NOTE__HSRB_001_PROOF_INDEX_CLOSEOUT_V0_2_LIST_PARAMETER_REPAIR_20260609.md","06/09/2026 00:44:19","415","297F6DF7EEC5AA27D1598EDBF063461ADF0342573B845E930A6E5E443477E383","FIX_OR_REPAIR_NOTE","GENERAL_COLLECTION_PARAMETER_BINDING_DEFECT","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"STATIC_REVIEW_PACKET_BATCH_HSRB_002_GENERATED_RUNNER_SAFE_TEMPLATE_CHAIN_SUMMARY_V0_1_20260609.csv","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\STATIC_REVIEW_PACKET_BATCH_HSRB_002_GENERATED_RUNNER_SAFE_TEMPLATE_CHAIN_SUMMARY_V0_1_20260609.csv","06/09/2026 00:49:20","4932","D0FCC6E841F197D1C80E9D6A1E0447F323EAEF0979F618E843FC372CFDB95431","RULE_OR_TEMPLATE_CARD","GENERAL_COLLECTION_PARAMETER_BINDING_DEFECT","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"STATIC_REVIEW_PACKET_BATCH_HSRB_002_GENERATED_RUNNER_SAFE_TEMPLATE_CHAIN_COPY_PRINT_V0_1_20260609.txt","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\STATIC_REVIEW_PACKET_BATCH_HSRB_002_GENERATED_RUNNER_SAFE_TEMPLATE_CHAIN_COPY_PRINT_V0_1_20260609.txt","06/09/2026 00:49:20","2367","89B52B5F21248427F6D5733100A71D171495132EB6D2C80094F1CB27456AF7FF","RULE_OR_TEMPLATE_CARD","GENERAL_COLLECTION_PARAMETER_BINDING_DEFECT","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"STATIC_REVIEW_PACKET_BATCH_HSRB_002_GENERATED_RUNNER_SAFE_TEMPLATE_CHAIN_V0_1_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\STATIC_REVIEW_PACKET_BATCH_HSRB_002_GENERATED_RUNNER_SAFE_TEMPLATE_CHAIN_V0_1_20260609.md","06/09/2026 00:49:20","7483","38FC2086733DF84975FD691502B6FA680CDD6033ABD7FF52EAFFD211359B4F8E","RULE_OR_TEMPLATE_CARD","GENERAL_COLLECTION_PARAMETER_BINDING_DEFECT","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"STATIC_REVIEW_PACKET_BATCH_HSRB_002_GENERATED_RUNNER_SAFE_TEMPLATE_CHAIN_RECEIPT_V0_1_20260609.txt","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\STATIC_REVIEW_PACKET_BATCH_HSRB_002_GENERATED_RUNNER_SAFE_TEMPLATE_CHAIN_RECEIPT_V0_1_20260609.txt","06/09/2026 00:49:20","2177","C8A18CDB8071CBA593AE8245E1C5BF6470BB8D4DDA7B7E80ED323A96F3D78026","RULE_OR_TEMPLATE_CARD","GENERAL_COLLECTION_PARAMETER_BINDING_DEFECT","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"ERROR_FREEZE__HSRB_002_STATIC_REVIEW_DECISION_CLOSEOUT_V0_1_EMPTY_STRING_LINES_BINDING_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\ERROR_FREEZE__HSRB_002_STATIC_REVIEW_DECISION_CLOSEOUT_V0_1_EMPTY_STRING_LINES_BINDING_20260609.md","06/09/2026 01:19:11","695","3E03864815609A4493388627F97792A98644EF1DB203270B995DA766101F8C69","ERROR_FREEZE","BLANK_OR_EMPTY_LINE_BINDING","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"ERROR_FREEZE__HSRB_002_TICKET_ID_REPAIR_V0_1_NULL_LINE_LIST_FACTORY_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\ERROR_FREEZE__HSRB_002_TICKET_ID_REPAIR_V0_1_NULL_LINE_LIST_FACTORY_20260609.md","06/09/2026 02:00:55","789","761BD07BDA314BE6993CDB91DACDCDE8204B8B046A961C4D80D5217F80B6C51A","ERROR_FREEZE","COLLECTION_FACTORY_OR_NULL_COLLECTION","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"FIX_NOTE__HSRB_004_DISPOSITION_INDEX_V0_2_LIST_ARRAY_REPAIR_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\FIX_NOTE__HSRB_004_DISPOSITION_INDEX_V0_2_LIST_ARRAY_REPAIR_20260609.md","06/09/2026 03:11:44","579","C338ED5D675C4098FAD248339D3266F0FC072C8BF5E2B8741D3E4D85E299E8EE","FIX_OR_REPAIR_NOTE","LIST_ARRAY_ENUMERATION","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"ERROR_FREEZE__HSRB_004_DISPOSITION_INDEX_V0_1_LIST_ARRAY_ARGUMENT_TYPE_MISMATCH_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\ERROR_FREEZE__HSRB_004_DISPOSITION_INDEX_V0_1_LIST_ARRAY_ARGUMENT_TYPE_MISMATCH_20260609.md","06/09/2026 11:48:26","515","FAF34D909A7F6994C59CF7EAD1042D743EE37F7C2C972D317986746E84B402D5","ERROR_FREEZE","LIST_ARRAY_ENUMERATION","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"FIX_NOTE__HSRB_004_DISPOSITION_INDEX_V0_3_ARRAY_ENUMERATION_REPAIR_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\FIX_NOTE__HSRB_004_DISPOSITION_INDEX_V0_3_ARRAY_ENUMERATION_REPAIR_20260609.md","06/09/2026 11:48:26","569","C80A3FB7720AA886E8050AD2B215AB722ECB99B85EE05F620BDDA750D94E7653","FIX_OR_REPAIR_NOTE","SAFE_COLLECTION_ENUMERATION_REPAIR","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"ERROR_FREEZE__HSRB_005_NEXT_BATCH_SELECTOR_V0_1_NULL_QUEUE_ROWS_COLLECTION_FACTORY_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\ERROR_FREEZE__HSRB_005_NEXT_BATCH_SELECTOR_V0_1_NULL_QUEUE_ROWS_COLLECTION_FACTORY_20260609.md","06/09/2026 12:01:06","1049","E91F4E1EA2CF7A829B0E3070A993FD64FFC0F22F4049F5353EC33EE818FA9111","ERROR_FREEZE","COLLECTION_FACTORY_OR_NULL_COLLECTION","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"FIX_NOTE__HSRB_005_NEXT_BATCH_SELECTOR_V0_2_UNDERLYING_COLLECTION_PATTERN_REPAIR_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\FIX_NOTE__HSRB_005_NEXT_BATCH_SELECTOR_V0_2_UNDERLYING_COLLECTION_PATTERN_REPAIR_20260609.md","06/09/2026 12:01:06","716","D089396265FDDE81E9ADACD1650D52E973DFD40BD2DCB548D96BFC456062DE26","FIX_OR_REPAIR_NOTE","GENERAL_COLLECTION_PARAMETER_BINDING_DEFECT","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"ERROR_FREEZE__HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_V0_2_BLANK_LINE_WRITER_PARAMETER_BINDING_FAILURE_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\ERROR_FREEZE__HSRB_005_STATIC_REVIEW_DECISION_CLOSEOUT_V0_2_BLANK_LINE_WRITER_PARAMETER_BINDING_FAILURE_20260609.md","06/09/2026 12:10:38","945","1B33BFA654961CDC4D9751BC07D529CCB522A8C2DA3F2ACE22FB619B55266153","ERROR_FREEZE","BLANK_OR_EMPTY_LINE_BINDING","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"FIX_NOTE__64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_V0_2_SAFE_COLLECTION_ENUMERATION_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\FIX_NOTE__64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_V0_2_SAFE_COLLECTION_ENUMERATION_20260609.md","06/09/2026 12:47:10","520","8DD7449F9A1998DE2EC9486CAE1502EC00BFFCD754E5FD87D030FB49DA5A24B5","FIX_OR_REPAIR_NOTE","SAFE_COLLECTION_ENUMERATION_REPAIR","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"HASH_RECEIPT__64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_V0_2_REPAIR_20260609.txt","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HASH_RECEIPT__64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_V0_2_REPAIR_20260609.txt","06/09/2026 12:47:10","845","BCB6C281181A5D03919B0CB8533738690F4DC25A8B5DA3B2E8B76E741415A969","ROLLUP_OR_GENERATED_RUNNER_CONTEXT","GENERAL_COLLECTION_PARAMETER_BINDING_DEFECT","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"ERROR_FREEZE__64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_V0_1_COLLECTION_CAST_FAILURE_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\ERROR_FREEZE__64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_V0_1_COLLECTION_CAST_FAILURE_20260609.md","06/09/2026 12:52:11","689","EFCDC29349C35334911BE28F92A2E29A91A6756253A46ABA695D65D5F91F1FBC","ERROR_FREEZE","COLLECTION_CAST_FAILURE","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"ERROR_FREEZE__64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_V0_2_COUNT_PROPERTY_FAILURE_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\ERROR_FREEZE__64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_V0_2_COUNT_PROPERTY_FAILURE_20260609.md","06/09/2026 12:52:11","913","F4FE90CABC6223F4CA871EA75C718272DBE2BF009571DD47E387A17F3320D6D4","ERROR_FREEZE","COUNT_PROPERTY_FAILURE","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"FIX_NOTE__64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_V0_3_EXPLICIT_LIST_COUNTERS_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\FIX_NOTE__64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_V0_3_EXPLICIT_LIST_COUNTERS_20260609.md","06/09/2026 12:52:11","678","349421525774A1B4EAC9F4DCAF9E960AAF34AB6086A98BCBF23E7FFF99805917","FIX_OR_REPAIR_NOTE","SAFE_COLLECTION_ENUMERATION_REPAIR","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"HASH_RECEIPT__64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_V0_3_REPAIR_20260609.txt","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\HASH_RECEIPT__64_ROW_HELPER_SCRIPT_REVIEW_QUEUE_HSRB_001_006_COVERAGE_ROLLUP_V0_3_REPAIR_20260609.txt","06/09/2026 12:52:11","1186","E0CB4C09907F57910CB5A4C1F2279D8097A0490EBD013CC0FB2FA5E703ED1307","ROLLUP_OR_GENERATED_RUNNER_CONTEXT","GENERAL_COLLECTION_PARAMETER_BINDING_DEFECT","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"FREEZE__ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_V0_1_FAILED_BEFORE_VALID_VERDICT_COLLECTION_FACTORY_DEFECT_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\FREEZE__ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_V0_1_FAILED_BEFORE_VALID_VERDICT_COLLECTION_FACTORY_DEFECT_20260609.md","06/09/2026 15:59:49","2109","52EAE30AE91D0A522EA58CDAD27BFA67CA866390BC04E5A8F299EFE0AE1CFC91","ERROR_FREEZE","COLLECTION_FACTORY_OR_NULL_COLLECTION","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
"REPAIR_NOTE__ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_V0_2_COLLECTION_FACTORY_NO_EXECUTION_20260609.md","C:\Users\13527\Desktop\123\HOUSE_WORK\PROJECT_COMMAND_CENTER_UI_LANE\HELPER_FILE_SURFACE_PREFLIGHT_20260606\REPAIR_NOTE__ROOT_HELD_ROUTE_DRY_RUN_SELECTOR_V0_2_COLLECTION_FACTORY_NO_EXECUTION_20260609.md","06/09/2026 16:01:50","1359","73242EF1BF1C7D76BDB143A58197080B36C1A1CFAC04EBEFEA1D4F4E7846C9BC","FIX_OR_REPAIR_NOTE","COLLECTION_FACTORY_OR_NULL_COLLECTION","DO_NOT_EXECUTE","NO","NO_ROUTE_NO_CLEANUP_INDEX_ONLY"
