TicketID,FileName,RoleLabel,RiskLabel,ReviewDefault,UserDecision,UserNote
"RHG-DRY-028","BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_REVIEW_20260608_HEAVY_BOUNDARY.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-029","BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_REVIEW_V0_2_20260608_HEAVY_BOUNDARY.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-030","BUILD_ROOT_HELD_GROUP_ROUTE_PLAN_ONLY_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-031","BUILD_ROOT_HELD_GROUP_SCRIPT_CUSTODY_REVIEW_QUEUE_V0_1_20260608_HEAVY_BOUNDARY_BINDING_FIX_V0_2.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-032","BUILD_ROOT_HELD_GROUP_SCRIPT_CUSTODY_REVIEW_QUEUE_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-033","current_and_next_plans.txt","LEDGER","MEDIUM_RISK_CUSTODY_DECISION","HOLD_PENDING_USER_REVIEW","HOLD_PENDING_USER_REVIEW",""
"RHG-DRY-034","desktop.ini","SYSTEM_FILE_LEAVE_IN_PLACE","BLOCKED_RISK_SYSTEM_FILE","LEAVE_IN_PLACE","LEAVE_IN_PLACE",""
"RHG-DRY-035","FIELD_APPLY_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-036","FIELD_APPLY_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_V0_2_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-037","FIELD_APPLY_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_V0_3_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-038","FREEZE_GENERATED_RUNNER_DEEP_LAYER_AND_WRITE_SAFE_GIT_RUNNER_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-039","FREEZE_GIT_SNAPSHOT_NO_WORKTREE_AND_WRITE_FIXED_RUNNER_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-040","HUMAN_ACCEPTANCE_DECISION__HELPER_EXPOSURE_33RD_PROTOCOL_FIRST_LIVE_USE_TEST_20260606.md","OLD_LOAD_OR_SUPERSEDED","MEDIUM_RISK_CUSTODY_DECISION","HOLD_PENDING_USER_REVIEW","HOLD_PENDING_USER_REVIEW",""
"RHG-DRY-041","PLANETARY_HOUSE_GATE_MASTER_INDEX_WITH_INTAKE_TOOLBELT_V0_3_RAW_COMBINED_WITH_GUARD_MEMBRANE_20260607.md","LEDGER","MEDIUM_RISK_CUSTODY_DECISION","HOLD_PENDING_USER_REVIEW","HOLD_PENDING_USER_REVIEW",""
"RHG-DRY-042","ROOT_DROP_INTAKE_WASHER_GATE_RULE_V0_1_20260608.md","SUPPORT_GUARDRAIL","MEDIUM_RISK_CUSTODY_DECISION","HOLD_PENDING_USER_REVIEW","HOLD_PENDING_USER_REVIEW",""
"RHG-DRY-043","ROUGH_LOCAL_IMPORT_GENERATED_RUNNER_SAFE_TEMPLATE_RULE_CARD_CHAIN_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-044","ROUGH_LOCAL_IMPORT_HELPER_FILE_SURFACE_PREFLIGHT_LANE_CLOSEOUT_20260608_HEAVY_BOUNDARY.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-045","ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_HELPER_CANDIDATE_OPTION_SET_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-046","ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_OLD_LOAD_OR_SYSTEM_OPTION_SET_V0_2_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-047","ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_QUEUE_CLOSEOUT_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-048","ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_SOURCE_AUTHORITY_CANDIDATE_OPTION_SET_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-049","ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_SUPPORT_CANDIDATE_OPTION_SET_V0_2_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-050","ROUGH_LOCAL_IMPORT_ROOT_DROP_INTAKE_WASHER_SUPPORT_CARD_SCHEMA_CHAIN_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-051","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_NON_SCRIPT_CUSTODY_QUEUE_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-052","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_OPTION_SET_V0_2_20260608_HEAVY_BOUNDARY_SIGNAL_FIX_V0_2.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-053","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_OPTION_SET_V0_2_20260608_HEAVY_BOUNDARY_V0_1.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-054","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_READ_ONLY_PREP_CARD_V0_2_WITH_STRESS_BENCH_20260608_HEAVY_BOUNDARY.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-055","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_READ_ONLY_PREP_CARD_V0_2_WITH_STRESS_BENCH_SIGNAL_FIX_V0_2_20260608_HEAVY_BOUNDARY.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-056","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_READ_ONLY_REVIEW_V0_2_20260608_HEAVY_BOUNDARY_V0_1.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-057","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_PREP_CARD_20260608_HEAVY_BOUNDARY.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-058","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_ROUTE_PLAN_ONLY_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-059","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_SCRIPT_CUSTODY_QUEUE_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-060","RUN_ROOT_DROP_INTAKE_WASHER_HELPER_CANDIDATE_REVIEW_DRY_RUN_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-061","RUN_ROOT_DROP_INTAKE_WASHER_MULTI_FILE_FIELD_TEST_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-062","RUN_ROOT_DROP_INTAKE_WASHER_OLD_LOAD_OR_SYSTEM_REVIEW_DRY_RUN_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-063","RUN_ROOT_DROP_INTAKE_WASHER_OLD_LOAD_OR_SYSTEM_REVIEW_DRY_RUN_V0_2_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-064","RUN_ROOT_DROP_INTAKE_WASHER_SOURCE_AUTHORITY_CANDIDATE_REVIEW_DRY_RUN_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-065","RUN_ROOT_DROP_INTAKE_WASHER_SUPPORT_CANDIDATE_REVIEW_DRY_RUN_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-066","RUN_SELECTOR_FIELD_TEST_FOR_GENERATED_RUNNER_DEFECT_FAMILY_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-067","RUN_SELECTOR_FIELD_TEST_FOR_ROOT_DROP_INTAKE_WASHER_GATE_RULE_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-068","RUN_SELECTOR_FIELD_TEST_PACKET_FOR_POWERSHELL_HELPER_FILES_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
"RHG-DRY-069","RUN_SELECTOR_FIELD_TEST_PACKET_FOR_POWERSHELL_HELPER_FILES_V0_2_FREEZE_EVIDENCE_20260608.ps1","EXECUTABLE_HELPER_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","SPECIALIST_HELPER_REVIEW_REQUIRED","SPECIALIST_HELPER_REVIEW_REQUIRED",""
