"BatchID","FamilyRank","ReviewFamily","QueueID","SourceTicketID","FileName","SourcePath","SourceExists","SourceSha256","SourceBytes","QueueClass","RiskLabel","ReviewInstruction","ActionNow","BatchReason"
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-021","RHG-DRY-021","BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_OPTION_SET_V0_2_20260608_HEAVY_BOUNDARY_STOPLINE_FIX_V0_2.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_OPTION_SET_V0_2_20260608_HEAVY_BOUNDARY_STOPLINE_FIX_V0_2.ps1","True","7951D0625B2E168C4C8F3EDF28570F2E2F3D7D969D78472E466CA9763DC48C3C","20404","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-022","RHG-DRY-022","BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_OPTION_SET_V0_2_20260608_HEAVY_BOUNDARY_V0_1.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_OPTION_SET_V0_2_20260608_HEAVY_BOUNDARY_V0_1.ps1","True","31B72B957B3F8DAAB0C7A82174E45EE4F8CB1CB677FF4FBA1694403FA5848F58","20348","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-023","RHG-DRY-023","BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_PREP_CARD_20260608_HEAVY_BOUNDARY.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_PREP_CARD_20260608_HEAVY_BOUNDARY.ps1","True","FEF55DD8FDB42CC37A3BF4F7210F74CF05B28E8EC86F433856BC13A5BBA8260A","16397","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-024","RHG-DRY-024","BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_PREP_CARD_V0_2_WITH_STRESS_BENCH_20260608_HEAVY_BOUNDARY.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_PREP_CARD_V0_2_WITH_STRESS_BENCH_20260608_HEAVY_BOUNDARY.ps1","True","CD2FE911BFCFFDDC7BB771DF6AA0A9CAA04D58F1B6CF7B0DE64E13F8F07D927F","24029","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-025","RHG-DRY-025","BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_PREP_CARD_V0_2_WITH_STRESS_BENCH_RUNNER_FIX_V0_3_20260608_HEAVY_BOUNDARY.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_PREP_CARD_V0_2_WITH_STRESS_BENCH_RUNNER_FIX_V0_3_20260608_HEAVY_BOUNDARY.ps1","True","F72EA2099E6ECFEC026D88117F071E8102A702E3FD5DD38414E144283B80BBE1","24117","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-026","RHG-DRY-026","BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_REVIEW_20260608_HEAVY_BOUNDARY_V0_2.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_REVIEW_20260608_HEAVY_BOUNDARY_V0_2.ps1","True","E71332938075FFF5B5813162D367A518F1158D36130FCD992F8E46079D21A334","28717","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-027","RHG-DRY-027","BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_REVIEW_20260608_HEAVY_BOUNDARY_V0_3.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_REVIEW_20260608_HEAVY_BOUNDARY_V0_3.ps1","True","ACB8CCB3EB2035610A5E1A47B2F0E29E55CB5F388FEF54A6E3F8CFF5EC1C7F09","28726","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-028","RHG-DRY-028","BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_REVIEW_20260608_HEAVY_BOUNDARY.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_REVIEW_20260608_HEAVY_BOUNDARY.ps1","True","1C83C906A72C9471D28281062D6695F7BAB0D008DCFC732C700F95E87E3DFF8A","27807","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-029","RHG-DRY-029","BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_REVIEW_V0_2_20260608_HEAVY_BOUNDARY.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_REVIEW_V0_2_20260608_HEAVY_BOUNDARY.ps1","True","6F10513E2CF9C7E170EE915C74AF342048A18AC1C9ED543F2A9D85768E1D01FB","32320","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-030","RHG-DRY-030","BUILD_ROOT_HELD_GROUP_ROUTE_PLAN_ONLY_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_HELD_GROUP_ROUTE_PLAN_ONLY_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","True","5CCAA3703A71A8929F9D97EE9C3A357651B8AC4E98455A4E2D454B3668CD81E2","28110","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-031","RHG-DRY-031","BUILD_ROOT_HELD_GROUP_SCRIPT_CUSTODY_REVIEW_QUEUE_V0_1_20260608_HEAVY_BOUNDARY_BINDING_FIX_V0_2.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_HELD_GROUP_SCRIPT_CUSTODY_REVIEW_QUEUE_V0_1_20260608_HEAVY_BOUNDARY_BINDING_FIX_V0_2.ps1","True","E2D38CDADEA96DAFF5EB2B997FDE7D7C261D17E507472B0D5FCA36D6B40D251C","27035","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-032","RHG-DRY-032","BUILD_ROOT_HELD_GROUP_SCRIPT_CUSTODY_REVIEW_QUEUE_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_HELD_GROUP_SCRIPT_CUSTODY_REVIEW_QUEUE_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","True","9D67F89DA9D32D0AD7DEDE9918702A0C63A41DBFD0579263F52FE9D9C30901D8","26916","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-046","RHG-DRY-051","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_NON_SCRIPT_CUSTODY_QUEUE_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_NON_SCRIPT_CUSTODY_QUEUE_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","True","A2A3AC1252E631757DE98293BD51B8BDBF0DB128F85F20F500947A20008B6E58","16785","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-052","RHG-DRY-057","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_PREP_CARD_20260608_HEAVY_BOUNDARY.ps1","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_ROUTE_OR_HOLD_DECISION_READ_ONLY_PREP_CARD_20260608_HEAVY_BOUNDARY.ps1","True","084F491FCEA11715DF81F792AC3C88A59A7AA516B03F2351A59286AE27A2FE7A","15907","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-053","RHG-DRY-058","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_ROUTE_PLAN_ONLY_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_ROUTE_PLAN_ONLY_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","True","0096EC633609357C81A89FAD7F6DDC627E834E02498B94F1C42D83ADE47F4136","17671","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-003","3","ROOT_HELD_ROUTE_OR_HOLD_AND_CUSTODY_FAMILY","HSRQ-054","RHG-DRY-059","ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_SCRIPT_CUSTODY_QUEUE_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","C:\Users\13527\Desktop\123\ROUGH_LOCAL_IMPORT_ROOT_HELD_GROUP_SCRIPT_CUSTODY_QUEUE_V0_1_20260608_HEAVY_BOUNDARY_V0_1.ps1","True","DE297F3D385509290B4494FCB58C305847085F00FF5E1B111CFC5E82523FBA64","16871","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root-held custody and route-or-hold helpers as one conceptual family."
"HSRB-004","4","ROOT_DROP_INTAKE_WASHER_FAMILY","HSRQ-005","RHG-DRY-005","BUILD_ROOT_DROP_INTAKE_WASHER_HELPER_CANDIDATE_OPTION_SET_20260608.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_DROP_INTAKE_WASHER_HELPER_CANDIDATE_OPTION_SET_20260608.ps1","True","978BBF7777416A53B41F5667B0BDB0F3DBB52FC58F6D079D4DC4AFEE3F0BB40C","17456","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root drop intake washer helpers and runners as one family."
"HSRB-004","4","ROOT_DROP_INTAKE_WASHER_FAMILY","HSRQ-006","RHG-DRY-006","BUILD_ROOT_DROP_INTAKE_WASHER_OLD_LOAD_OR_SYSTEM_OPTION_SET_V0_2_20260608.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_DROP_INTAKE_WASHER_OLD_LOAD_OR_SYSTEM_OPTION_SET_V0_2_20260608.ps1","True","BC8B975998FDE49582AF1D626494274060F657DA88608174C4A020CF002E17FB","25278","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root drop intake washer helpers and runners as one family."
"HSRB-004","4","ROOT_DROP_INTAKE_WASHER_FAMILY","HSRQ-007","RHG-DRY-007","BUILD_ROOT_DROP_INTAKE_WASHER_QUEUE_CLOSEOUT_AND_NEXT_ACTION_CARD_20260608.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_DROP_INTAKE_WASHER_QUEUE_CLOSEOUT_AND_NEXT_ACTION_CARD_20260608.ps1","True","6C6C2CCD07CFBD8AECB58BE5D1B414F62981B4FD3627C4A42BF21B7F8724BBD8","26266","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root drop intake washer helpers and runners as one family."
"HSRB-004","4","ROOT_DROP_INTAKE_WASHER_FAMILY","HSRQ-008","RHG-DRY-008","BUILD_ROOT_DROP_INTAKE_WASHER_REVIEW_QUEUE_20260608.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_DROP_INTAKE_WASHER_REVIEW_QUEUE_20260608.ps1","True","46B5C36ED5DD0F81B461D31451BA43FE792E6C108ABAC08C459C31B2D28E70CB","14741","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root drop intake washer helpers and runners as one family."
"HSRB-004","4","ROOT_DROP_INTAKE_WASHER_FAMILY","HSRQ-009","RHG-DRY-009","BUILD_ROOT_DROP_INTAKE_WASHER_REVIEW_QUEUE_SUMMARY_AND_OPTION_SET_20260608.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_DROP_INTAKE_WASHER_REVIEW_QUEUE_SUMMARY_AND_OPTION_SET_20260608.ps1","True","209B743FA6CE50DA1E5382134BFCFE19DED84C08C04B35817C9ABD83E5FC6A59","14686","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root drop intake washer helpers and runners as one family."
"HSRB-004","4","ROOT_DROP_INTAKE_WASHER_FAMILY","HSRQ-010","RHG-DRY-010","BUILD_ROOT_DROP_INTAKE_WASHER_SOURCE_AUTHORITY_CANDIDATE_OPTION_SET_20260608.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_DROP_INTAKE_WASHER_SOURCE_AUTHORITY_CANDIDATE_OPTION_SET_20260608.ps1","True","FA00C5CC12E68C932890B6BD79AF051F8710B878553E9C26CE905C56DB902AD4","15442","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root drop intake washer helpers and runners as one family."
"HSRB-004","4","ROOT_DROP_INTAKE_WASHER_FAMILY","HSRQ-011","RHG-DRY-011","BUILD_ROOT_DROP_INTAKE_WASHER_SUPPORT_CANDIDATE_OPTION_SET_20260608.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_DROP_INTAKE_WASHER_SUPPORT_CANDIDATE_OPTION_SET_20260608.ps1","True","4D020C550899629BDDF01B0C493798585C86545167542AB9F4B44DDF861F6813","20469","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root drop intake washer helpers and runners as one family."
"HSRB-004","4","ROOT_DROP_INTAKE_WASHER_FAMILY","HSRQ-012","RHG-DRY-012","BUILD_ROOT_DROP_INTAKE_WASHER_SUPPORT_CANDIDATE_OPTION_SET_V0_2_20260608.ps1","C:\Users\13527\Desktop\123\BUILD_ROOT_DROP_INTAKE_WASHER_SUPPORT_CANDIDATE_OPTION_SET_V0_2_20260608.ps1","True","B40174F150AC0B698484A4F76A30E7CAD844787F9391D03A02053693983F3AAE","27520","HELPER_SCRIPT_REVIEW_REQUIRED","HIGH_RISK_EXECUTABLE","STATIC_REVIEW_ONLY_DO_NOT_EXECUTE","NO_EXECUTION_NO_ROUTE_NO_CLEANUP","Review root drop intake washer helpers and runners as one family."
