"Path","Species","OwnerRoom","SHA256","HasStatus","HasWorkKey","HasBoundary","HasReturnOrNext","HasKeyOrTag","HasProofMarker","HasRouteMarker","RouteReferenceCount","RouteReferences","Currentness","Disposition","Verdict","WatchCount","BlockCount"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/CHAT_SOFTSUIT_LIVING_IDEA_LEDGER_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","DC363FAD60AC9804A1AD02173A5C0ACA2B84279AEFFCDB1AA3BAA09B7D31116C","True","False","True","True","False","True","True","2","PROOF_HISTORY/CHAT_SOFTSUIT_LIVING_IDEA_LEDGER_IGNORED_PATH_MANIFEST_20260530.txt; PROOF_HISTORY/CHAT_SOFTSUIT_LIVING_IDEA_LEDGER_LOCK_RECEIPT_20260530.txt","FRESH_CANDIDATE","CANDIDATE_ACTIVE","WATCH","1","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/DUAL_SHELL_TANDEM_SESSION_PROTOCOL_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","F311C3B446064880E4CC3C05E6377F52DF4057BCC5E60B75A1AAA98057557AB7","True","False","False","True","False","True","True","0","","CURRENT_SUPPORT","PROOF_ONLY","WATCH","3","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/FRAME_TO_SCRIPT_CANDIDATE_SYSTEM_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","984B918D35BDCDACCDBBD461D8EE89C0A9C9E9C00D1195DE95F9D06483AE04F6","True","False","True","False","True","True","True","0","","CURRENT_SUPPORT","CANDIDATE_ACTIVE","WATCH","2","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/GEAR_CHANGE_CLOSEOUT_LIFTED_FOG_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","1568ACFA636A42A2E50BD40DBC840A95EBCA227EBE5F39CFE789DC317783C289","True","False","True","True","False","True","True","0","","CURRENT_SUPPORT","CANDIDATE_ACTIVE","WATCH","2","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/GRANDMASTER_NODE_ROOT_LEDGER_SOURCE_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","F2AA1826C2AA24239260EF7B981D8954C623BC1652EE68ED4D7808789FDE03EC","True","True","True","True","True","True","True","2","PROOF_HISTORY/GRANDMASTER_NODE_ROOT_LEDGER_IGNORED_PATH_MANIFEST_20260530.txt; PROOF_HISTORY/GRANDMASTER_NODE_ROOT_LEDGER_LOCK_RECEIPT_20260530.txt","CURRENT_SUPPORT","CANDIDATE_ACTIVE","PASS","0","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/HOUSE_KEYRING_GRAPH_HISTORY_AND_FIT_REPORT_20260528.md","FIT_REPORT_OBJECT","SORTING_BENCH","79D02DC5E1190270A9FEE068B964DB9F3B8E5AB7419F67A4E39885F5063BAAD6","True","False","True","True","True","True","True","3","PROOF_HISTORY/HOUSE_KEYRING_GRAPH_COMPLETENESS_LEDGER_20260528.csv; PROOF_HISTORY/HOUSE_KEYRING_GRAPH_MANIFEST_20260528.csv; PROOF_HISTORY/HOUSE_KEYRING_GRAPH_SAVE_RECEIPT_20260528.txt","CURRENT_SUPPORT","CANDIDATE_ACTIVE","PASS","0","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/HOUSE_WALK_SELF_ROUTINE_SAVE_FIT_REPORT_20260528.md","FIT_REPORT_OBJECT","SORTING_BENCH","999385F003D4823D4C094C7DCB83561E85987E38DB3215729C4BE12F32DC849B","True","False","True","False","True","True","True","0","","CURRENT_SUPPORT","PARKED_WITH_RETURN_TRIGGER","WATCH","4","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/INTAKE_KEY_CODE_CONDENSATION_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","CA87754554EDF2DE14ABEDAECEE5856CA6BD45AFF81E2E6FB293EBC5C12C91F3","True","False","True","True","True","True","True","2","PROOF_HISTORY/INTAKE_KEY_CODE_CONDENSED_IGNORED_PATH_MANIFEST_20260530.txt; PROOF_HISTORY/INTAKE_KEY_CODE_CONDENSED_LOCK_RECEIPT_20260530.txt","CURRENT_SUPPORT","PROOF_ONLY","PASS","0","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/KEY_CODE_INTAKE_MANUAL_TEST_EVIDENCE_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","2CB7E4F6DB32D82E9BFC651D6FB0F1E5BF470FA8891A217913BECFC52C16635C","True","False","True","False","True","True","True","2","PROOF_HISTORY/KEY_CODE_MANUAL_TEST_EVIDENCE_IGNORED_PATH_MANIFEST_20260530.txt; PROOF_HISTORY/KEY_CODE_MANUAL_TEST_EVIDENCE_LOCK_RECEIPT_20260530.txt","CURRENT_SUPPORT","BLOCKED","WATCH","1","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/KEY_CODE_INTAKE_ORDER_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","C7D3807EC28E3734D3F84FFA4AB4DAF6B03C66A2DFA55DE4913C1C2DA216F3B4","True","False","True","False","True","True","True","2","PROOF_HISTORY/KEY_CODE_INTAKE_ORDER_IGNORED_PATH_MANIFEST_20260530.txt; PROOF_HISTORY/KEY_CODE_INTAKE_ORDER_LOCK_RECEIPT_20260530.txt","CURRENT_SUPPORT","DISPOSITION_UNCLEAR","WATCH","2","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/KEY_LEDGER_MAP_DRIVER_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","F2BC8395E220434F926231620FBB9E4C5DDA1408B256DCC44B8C32B42CD74A43","True","True","True","False","True","True","True","2","PROOF_HISTORY/KEY_LEDGER_MAP_DRIVER_IGNORED_PATH_MANIFEST_20260530.txt; PROOF_HISTORY/KEY_LEDGER_MAP_DRIVER_LOCK_RECEIPT_20260530.txt","CURRENT_SUPPORT","PROOF_ONLY","WATCH","1","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/LANE_LOCKED_MANIFEST_STAGING_HISTORY_AND_FIT_REPORT_20260528.md","FIT_REPORT_OBJECT","SORTING_BENCH","08C9A1AFDF2AB49EA6772D4D161BFEA6BB2C766FFC35CC2615599176E271ACE6","True","False","True","True","True","True","True","0","","CURRENT_SUPPORT","PROOF_ONLY","WATCH","1","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/LIVING_INTAKE_PROTOCOL_STACK_V4_TRUE_PATHING_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","403C90DC086E2453FF78D6E2B20406A745BF28D083D9DF4C3C65E2FEDB5C0E42","True","True","True","False","True","True","True","0","","CURRENT_SUPPORT","CANDIDATE_ACTIVE","WATCH","2","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/LONG_FILE_CUSTODY_HARNESS_SOURCE_FIT_REPORT_20260529.md","FIT_REPORT_OBJECT","SORTING_BENCH","7929C4F186A5C31029F3129E659CDE37EE096C5E8E3EDFF93D95453AFAA7F59D","True","False","True","True","True","True","True","0","","CURRENT_SUPPORT","DO_NOT_DELETE","WATCH","1","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/LOWER_LEVEL_ERROR_POWERPLAY_BREADCRUMB_CHAIN_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","45FC8BA0EF073A4BD52998D7FECC578FF29C8B1D8FBA2F022E504EFA8E4DDBE7","True","True","True","False","True","False","True","0","","CURRENT_SUPPORT","PROOF_ONLY","WATCH","2","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/LOWER_LEVEL_ERROR_POWERPLAY_FREEZE_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","570BDB6C83779C218B4FCA9296720AD058EB3241842AE3C915C64A14E830F4DA","True","True","True","False","True","True","True","0","","FRESH_CANDIDATE","CANDIDATE_ACTIVE","WATCH","2","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/METACOGNITION_SOURCE_CROSS_EXAM_HOUSE_FIT_REPORT_20260528.md","FIT_REPORT_OBJECT","SORTING_BENCH","5321F92340D04038EDCDD176FCAFCCD7B1F980A4A2D262BF0A6DC58A09C2A458","True","False","True","True","True","True","True","0","","CURRENT_SUPPORT","CANDIDATE_ACTIVE","WATCH","1","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/NO_BLEED_SURFACE_POINTER_ARCHITECTURE_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","541E80E2D7445DC58C550D3BA38761B78A518D519BB84EF3F8700F6871442A68","True","False","True","False","False","True","True","0","","CURRENT_SUPPORT","PROOF_ONLY","WATCH","5","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/PENDING_BAY_COMPLETE_SET_BUNDLE_GATE_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","6FE608BCE29719620B45F885684E0E5201EF7F0E10AD409E75796BDE110549A4","True","False","True","False","True","True","True","0","","CURRENT_SUPPORT","CANDIDATE_ACTIVE","WATCH","2","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/PRE_BATCH_READINESS_ORACLE_ADVERSARIAL_AUDIT_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","C125B80BCB21E18D5F05B2B6A2EDA168467924730D50C90AE1D52649E264B51B","True","False","True","True","False","True","True","0","","CURRENT_SUPPORT","CANDIDATE_ACTIVE","WATCH","2","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/SHELL_OUTTAKE_WHIRLPOOL_WEB_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","957745822A4872A8158B47E34470F1966D3463B12D9BED7B3C77482A5BD307CD","True","False","True","True","True","True","True","0","","CURRENT_SUPPORT","CANDIDATE_ACTIVE","WATCH","1","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/SOURCE_TO_HOUSE_WASH_FIT_DECISION_REPORT_20260528.md","FIT_REPORT_OBJECT","SORTING_BENCH","57CA44AFE01F31112A1144960080B95D3C76976C2BC93D6AB0BF47A817577052","True","False","True","True","True","True","True","0","","CURRENT_SUPPORT","CANDIDATE_ACTIVE","WATCH","1","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/SOURCE_WASH_FULL_CYCLE_HARNESS_V1_FIT_REPORT_20260529.md","FIT_REPORT_OBJECT","SORTING_BENCH","7EB70257593DA06F682A3DDDA54A9D260D4FC514F645237F5CA74B08F8DA61A6","False","False","False","False","False","False","True","0","","UNKNOWN_CURRENTNESS","DISPOSITION_UNCLEAR","WATCH","8","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/SWIFT_SCAN_SOURCE_FIT_AND_GAP_FILL_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","0DEC8360A59B0E2A7A2C1B9850218FE14C42663C29F4F45532775B4AC1DE7B45","True","True","True","True","True","True","True","0","","PROOF_ONLY","PROOF_ONLY","WATCH","1","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/TRIPLE_CHECK_BEFORE_RESEND_HARDENING_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","7E39F6F7A0899C31D4A307E5FD269047A9409858E80BC8EDB68D5224AEC17403","True","True","True","False","True","False","True","0","","UNKNOWN_CURRENTNESS","DISPOSITION_UNCLEAR","WATCH","4","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/WHOLE_HOUSE_LIVING_OBJECT_REGISTRY_PROTOCOL_V2_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","5411B7F814937002FBF662E690132169B01B09FDEAF44D900AC66AF36FC68541","True","True","True","False","True","True","True","2","PROOF_HISTORY/WHOLE_HOUSE_LIVING_OBJECT_REGISTRY_PROTOCOL_V2_LOCK_RECEIPT_20260530.txt; PROOF_HISTORY/WHOLE_HOUSE_LIVING_OBJECT_REGISTRY_PROTOCOL_V2_MANIFEST_20260530.txt","CURRENT_SUPPORT","CANDIDATE_ACTIVE","WATCH","1","0"
"HOUSE_WORK/WORK_SHED/SORTING_BENCH/WORD_WASH_BASE_WORD_PROOF_FIT_REPORT_20260530.md","FIT_REPORT_OBJECT","SORTING_BENCH","4A3255F571F59F1E7928882A3ADB97B126FEAF00A8D5D32AFBE2BDC88FB7AEFF","True","False","True","False","False","True","True","0","","CURRENT_SUPPORT","BLOCKED","WATCH","4","0"
